Here log for real horse accelerometer data. Accelerometer located on halter on the horse head,
between ears. Here 3 sets - 10 steps, 7 steps and 15 steps.
z - vertical axis, x - from left to right side of the horse, y - from head to tale. 
ax,ay,az - accelerometer data, gx,gy,gz - gyroscope data. ts - timestamp in milliseconds real gyroscope data multiplyed by 10 000
frequency - 10 Hz

----------------------------------------------------------------------------



I am alive! enter command>

Starting measure, name: alaska10715


ax;ay;az;gx;gy;gz;ts

212,136,988,-8050,-8225,-10675,1
212,136,992,1925,-7175,-6912,94
220,124,1000,-3150,-6300,-21875,187
204,124,1008,-1925,-27212,-25112,281
204,140,1004,-13037,-31850,-30187,374
216,144,984,-18287,-19250,31849,468
220,136,992,-4375,-12600,-26950,561
212,148,988,-4987,-11200,-5250,654
216,132,988,-12075,-10237,-5775,747
220,136,1004,-4462,-7437,-1137,840
204,128,1004,787,-14437,1837,934
228,132,992,-3937,-3062,-1925,1027
212,136,992,-7262,-11900,5162,1120
220,136,996,-13825,-5950,-8925,1213
212,132,1000,-1925,-21525,-2887,1306
220,128,1008,-2800,175,2975,1400
196,120,996,-4462,-1662,1050,1493
212,124,992,-8575,-14000,-3850,1586
220,128,988,-20212,-16100,-17850,1679
228,132,996,-3675,-14000,19075,1772
204,132,992,-15311,20125,21525,1866
228,144,996,-7875,-11550,14000,1959
220,132,1008,-7962,-5950,14700,2053
220,136,1004,2537,-1050,-1925,2146
212,112,996,-87,-5600,-24587,2239
216,132,988,612,-12162,20737,2333
228,132,992,-7612,7175,18725,2426
196,104,1020,-7262,17237,23275,2520
236,116,996,12162,29050,22664,2613
220,124,1004,-25024,14876,-4021,2706
160,132,1008,-31411,19339,-23883,2800
156,116,1008,22925,-10936,6128,2893
140,116,1028,7700,7612,13301,2986
148,132,1012,-7262,-24762,-29136,3079
188,132,996,-13737,-30975,-7961,3172
188,124,996,-262,13825,-13124,3266
164,112,1008,7612,22225,-13911,3359
156,108,1016,-262,6125,-30186,3452
152,120,1020,-5775,-17062,29662,3545
180,112,1008,-9012,-9712,20650,3638
156,104,1008,-7612,-1662,-2712,3732
156,112,1008,-2012,-13037,-6387,3825
164,68,1016,-24236,12600,-31236,3919
168,84,1012,19775,2362,15925,4012
156,96,1012,3500,-7612,10675,4105
156,140,1004,-13737,-22837,23012,4198
164,120,1016,-7262,-16012,16187,4291
172,108,1020,-9800,-13037,-17412,4384
168,108,1024,-1662,-5775,4812,4477
164,116,1012,2800,-8225,11287,4570
168,120,1016,-2887,-11287,2012,4664
148,120,1004,6037,-700,27825,4757
168,132,1000,-17500,-1312,5950,4850
152,120,1024,-24500,-13212,-6387,4943
160,104,1016,8837,-6475,23450,5038
160,112,1000,13300,8575,-22750,5132
144,104,1012,-25724,-6737,6562,5226
136,112,1048,4814,-28175,700,5320
288,208,1024,6651,29839,-16101,5508
212,128,1048,26776,-30360,-23014,5602
68,184,968,353,-27386,-31061,5696
128,144,720,-26246,-11460,-9187,5790
-124,640,864,-32028,7261,25550,5884
-48,432,952,-26253,4547,-13301,5978
16,556,1080,-10592,-19081,31935,6072
304,-16,1016,-21439,2972,-20218,6166
324,484,896,14957,-11025,20124,6260
36,48,936,-7965,12774,23710,6354
240,-72,1096,-19425,-2887,13037,6448
204,-8,1216,6562,6211,-697,6542
200,8,1060,7701,7437,-15133,6636
128,56,952,27565,26599,31765,6730
248,228,752,-31762,1228,32554,6824
136,280,1136,-18724,-23361,7264,6918
212,76,1240,-16712,-1662,16362,7012
160,40,1060,-5861,-11814,-17064,7106
120,140,964,-6476,-12428,-31414,7200
244,176,1028,3412,7786,-32462,7294
320,-44,984,-15046,8401,2974,7388
120,224,824,25465,-10849,-19779,7482
52,712,868,-7964,-10328,30705,7576
312,8,1124,-27651,26075,-5336,7670
56,228,1080,10318,22310,-11196,7764
224,72,852,3233,-16540,23974,7858
400,8,1060,-18200,-4810,31415,7952
284,-100,1136,-5597,-8835,19250,8046
140,-76,1144,-23183,30539,-10755,8140
68,124,880,23450,-16801,21004,8234
124,148,624,-27829,-12161,-16963,8328
336,56,892,29922,20920,-32102,8422
52,-56,1212,32460,-8837,7181,8516
-112,-228,1040,14089,10496,18817,8610
204,-84,1192,32024,25111,22489,8704
76,-204,1232,20742,-17147,-19162,8798
-68,-56,972,4906,-31237,2800,8892
96,80,868,-29569,9099,-22311,8986
24,372,860,20737,-25200,-10671,9080
-12,268,888,-356,-4636,19600,9174
144,240,952,6819,-27126,12861,9268
284,-184,1284,11376,612,20740,9455
152,-228,1292,-18546,-9975,7526,9549
120,40,900,17065,-31764,-15044,9643
184,128,544,16804,5599,-3671,9737
116,244,712,30093,-3235,-24935,9831
172,-116,1220,-21618,-10412,-26596,9925
60,-276,1188,-17589,7875,-5419,10019
96,-152,1136,24151,10675,24064,10112
144,-144,1180,176,7261,4375,10206
96,-100,1008,13042,18725,3236,10300
76,0,892,-27383,11637,-18640,10394
52,104,868,19515,-26072,-12870,10488
-188,388,912,-13304,16885,23263,10581
-16,64,900,26855,258,-9192,10675
532,-60,936,22921,6385,3242,10769
256,-244,1288,-4375,356,-3761,10862
100,-92,968,29320,-5339,-2449,11050
72,208,640,-2269,-7526,-31583,11144
208,248,668,31410,28350,-28519,11238
84,104,1068,-21704,22928,2187,11332
20,-60,1032,21258,8747,-32637,11426
208,-32,1036,9711,87,25725,11520
168,-120,1144,-32550,5862,15399,11613
100,-192,1152,-18022,-5862,-31151,11707
80,-52,964,-29746,-15401,-2189,11801
92,96,944,17765,-17501,-27478,11894
36,384,1004,-965,-24849,-12432,11988
-72,132,1148,-25901,30882,3057,12081
320,152,948,-6040,27033,6385,12175
444,-48,1068,-31325,-11022,15140,12269
128,-216,1192,30104,9889,-18110,12362
120,104,908,-22046,2537,-1569,12456
128,120,732,26951,-20212,28445,12550
136,288,696,13910,-11376,-2968,12644
308,-116,1232,1664,-29224,3762,12738
348,136,1232,-28962,16010,8576,12831
268,56,952,31324,697,-11197,12925
444,12,984,18811,1670,16976,13019
48,-56,1204,-16186,-5944,-22050,13112
56,-60,1060,31153,4376,29837,13206
-44,92,920,-30796,-17062,11460,13299
16,260,848,18286,29222,3321,13393
-108,364,932,-12690,12768,23880,13487
240,108,1116,26335,-24856,25461,13580
564,148,1024,14786,-16360,31149,13674
312,-4,1084,-20387,17765,-5072,13768
252,-60,1108,-13997,12689,-8836,13862
260,-40,1044,-10847,21614,9012,13956
-20,40,900,-11283,524,-12950,14049
68,284,700,30012,-24065,21176,14143
288,776,776,-25465,12950,-1485,14237
328,-8,1016,-24239,-25722,-2712,14330
12,24,1224,28786,-28703,16887,14424
292,0,1072,-22487,31150,-22400,14518
